zdroj,ID,titul_verbatim,normed,gpt_ais,obal,formát,typ materiálu,zvuk / sound (on box),zvukař_cleaned,díl,ozvučen dne,středisko,úsek,aparatura,materiál,číslo krabice,obsah_verbatim,recording_technical_cs,recording_secondary_cs,recording_tertiary_cs,recording_content_cs,recording_has_multiple_content,recording_language
NFA,p-101905,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal box,35 mm,ORWO 202,Karel Jaros,,,24.1.1984,-,-,Evropa,Ilford,FSB,Mezinár pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101913,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal box,35 mm,ORWO PC 7,Karel Jaros,,,24.1.1984,-,-,Evropa,Ilford,FSB,Mezinár pás - hudba,mezinárodní pás,,,hudba,no,
MWA,P203860,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal can,35 mm,ORWO,,#N/A,,28.1.1983,,,Evropa,CPR -I,,mix,mix,,,,no,
MWA,P203859,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal can,35 mm,,,#N/A,8,"28.1.1983, 24.1.",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203858,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal can,35 mm,,,#N/A,1,28.1.1983,,,Evropa,Ilford 35,,mix,mix,,,,no,
MWA,P202820,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal can,35 mm,,,#N/A,5,24./28.1.1983,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P202819,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal can,35 mm,,,#N/A,3,24/28.1.1983,,,Evropa,Ilford,,mix,mix,,,,no,
NFA,p-101701,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal box,35 mm,,-,,3; 4,-,-,-,-,-,-,Mez.  Pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101925,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal box,35 mm,MB - ORWO (35 mm),-,,,24.1.1984,-,-,Evropa,CPR-I,FSB,Mezinár pás - hudba,mezinárodní pás,,,hudba,no,
NFA,p-101700,Slavnosti sněženek,Slavnosti sněženek,Slavnosti sněženek,metal box,35 mm,,-,,7; 8,-,-,-,-,-,-,Mez Pás - ruchy - geräusche,mezinárodní pás,,,ruchy,no,
NFA,p-101282,Slepice,Slepice,Slepice,metal box,35 mm,MB - ORWO (35 mm),Ing. Astrug,Bejnamin Astrug,-,15.5.1985,3242,3242/106,-,-,-,mix francouzsky,mix,,,,no,fr
NFA,p-101480,Slepice,Slepice,Slepice,metal box,35 mm,MB - ORWO (35 mm),Ing. Astrug,Bejnamin Astrug,-,31.5.1984,3242,č.f 423525,-,-,-,mix,mix,,,,no,
NFA,p-101956,Slunce,Slunce,Slunce,plastic carrier,"1/​4""",,-,,-,-,-,-,-,-,-,-,,,,,no,
MWA,P204311,Slunce 2,Slunce,Slunce,paper box,"1/​4""",Agfa PER 525,,#N/A,,,,,,,,,,,,,,
MWA,P204840,Služby VD,Služby VD,Služby,metal can,35 mm,,K. Cajthaml,Karel Cajthaml,1;2,9.9.1987,3282,č.f. 826148,,,,mezmix,mezinárodní pás,,,,no,
NFA,p-100481,Smolíček,Smolíček,Smolíček,paper box,"1/​4""",magnetic tape 215,-,,-,01.02.73,-,-,-,scotch 215 15IPS ceir mono,-,hudba,magnetický záznam,,,hudba,no,
NFA,p-100199,Smolíček,Smolíček,Smolíček,metal box,35 mm,MB - ORWO (35 mm),Ing. Astrug,Bejnamin Astrug,2,25.06.73,-,-,-,-,-,mez. mix,mezinárodní pás,,,,no,
MWA,P200040,SMOLÍČEK,Smolíček,Smolíček,metal can,35 mm,-,Astrug,Bejnamin Astrug,1;2,25.6.1973,3251,-,-,BARVA,-,mez mix,mezinárodní pás,,,,no,
NFA,p-100250,Smolíček,Smolíček,Smolíček,paper box,"1/​4""",PER 555,,#N/A,-,25.05.73,-,-,-,-,-,synchron,synchron,,,,no,
NFA,p-100236,Smolíček,Smolíček,Smolíček,metal box,35 mm,MB - ORWO (35 mm),Ing. Astrug,Bejnamin Astrug,1,25.6.1973,-,-,-,-,-,originál mez. mix,mezinárodní pás,originál,,,no,
MWA,P200084,SMOLÍČEK,Smolíček,Smolíček,metal can,35 mm,MB - orwo (35 mm),Astrug,Bejnamin Astrug,1,25.6.1973,-,-,-,-,-,mez mix,mezinárodní pás,,,,no,
MWA,P204616,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,5;6,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů hudba,přepis,,,hudba,no,
MWA,P203313,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,2,,,,Přepisové studio 16 mm,,,"mez. mix pás MG, hudba + ruchy, zpěv",mezinárodní pás,,,hudba; ruchy; zpěv,yes,
MWA,P203309,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,5,,,,Přepisové studio 16 mm,,,"mez. mix pás MG, hudba+ruchy",mezinárodní pás,,,hudba; ruchy,yes,
MWA,P203311,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,1,,,,Přepisové studio 16 mm,,,"mez. mix pás MG, hudba + ruchy",mezinárodní pás,,,hudba; ruchy,yes,
MWA,P203310,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,3,,,,Přepisové studio 16 mm,,,"mez. mix pás MG, hudba + ruchy",mezinárodní pás,,,hudba; ruchy,yes,
MWA,P204617,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,7;8,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů hudba,přepis,,,hudba,no,
MWA,P204618,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,1;2,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů hudba,přepis,,,hudba,no,
MWA,P203312,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,4,,,,Přepisové studio 16 mm,,,"mez. mix pás MG, hudba + ruchy",mezinárodní pás,,,hudba; ruchy,yes,
MWA,P204614,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,7;8,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů ruchy,přepis,,,ruchy,no,
MWA,P202762,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,10,,,,,,,mix,mix,,,,no,
MWA,P204615,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,3;4,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů hudba,přepis,,,hudba,no,
MWA,P202759,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,4,5.11.1986,,,,,,mix,mix,,,,no,
MWA,P202761,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,9,,,,,,,mix,mix,,,,no,
MWA,P202758,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,6,5.11.1986,,,,,,mix,mix,,,,no,
MWA,P202757,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,7,5.11.1986,,,,,,mix,mix,,,,no,
MWA,P204608,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,3,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů hudba + zpěv,přepis,,,hudba; zpěv,yes,
MWA,P202755,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,3,5.11.1986,,,,,,mix,mix,,,,no,
MWA,P202756,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,,#N/A,2,5.11.1986,,,,,,mix,mix,,,,no,
MWA,P204610,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,3;4,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů ruchy,přepis,,,ruchy,no,
MWA,P204611,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,1;2,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů ruchy,přepis,,,ruchy,no,
MWA,P204612,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,9;10,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů ruchy,přepis,,,ruchy,no,
MWA,P204613,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,5;6,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů ruchy,přepis,,,ruchy,no,
MWA,P204609,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,paper box,35 mm,Orwo 205LN,,#N/A,9;10,,,,Přepisové studio 16mm,,,Přepis mezinárodních pádů hudba,přepis,,,hudba,no,
MWA,P202760,Smrt krásných srnců,Smrt krásných srnců,Smrt krásných srnců,metal can,35 mm,,Ing. Jelínek,,1,5.11.1986,,,,,,mix,mix,,,,no,
MWA,P204345,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,7;8,20.12.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204344,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,3;4,20.12.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204346,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,3;4,20.12.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203877,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,5;6,20.1983,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204349,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO,,#N/A,9;10;5,20.12.1983,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204350,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,9;10,20.12.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203876,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,1;2,25.2.1988,,,Přepisové studio,,,"mez. pás hudba, ruchy",mezinárodní pás,,,hudba; ruchy,yes,
MWA,P203878,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,7;8,20.1983,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204347,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,9;10,,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204351,Smrt stopařek,Smrt stopařek,Smrt stopařek,metal can,35 mm,ORWO 202,,#N/A,1;2,20.12.1983,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204348,Smrt stopařek different title on carrier,Smrt stopařek different title on carrier,Smrt stopařek,metal can,35 mm,ORWO,,#N/A,3,,,,,,,mix,mix,,,,no,
NFA,p-100296,Smrtící vůně,Smrtící vůně,Smrtící vůně,paper box,"1/​4""",PE 41,-,,-,-,-,-,-,-,-,ruchy,magnetický záznam,,,ruchy,no,
NFA,p-102200,Smuteční holka,Smuteční holka,Smuteční holka,metal box,16 mm,,-,,-,-,-,-,-,-,33949,magnet. zvuk,zvuk,,,,no,
MWA,P202884,Smích se lepí na paty,Smích se lepí na paty,Smích se lepí na paty,metal can,35 mm,ORWO,,#N/A,2,25.7.,,,,,,mix,mix,,,,no,
MWA,P202883,Smích se lepí na paty,Smích se lepí na paty,Smích se lepí na paty,metal can,35 mm,ORWO,,#N/A,5,11.7.,,,,,,mix,mix,,,,no,
NFA,p-100067,Sněhová královna,Sněhová královna,Sněhová královna,paper box,35 mm,ORWO 205 LN,-,,5; 6,26.06.87,-,-,Evropa,-,-,"mez. pás, zpěv",mezinárodní pás,,,zpěv,no,
NFA,p-100069,Sněhová královna,Sněhová královna,Sněhová královna,paper box,35 mm,ORWO 205 LN,-,,1; 2,26.06.87,-,-,Evropa,-,-,"mez. pás, zpěv",mezinárodní pás,,,zpěv,no,
NFA,p-102097,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - ORWO (35 mm),-,,9,18.05.1979,-,-,Evropa,CPR-I,1152,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-101993,Sněhová královna,Sněhová královna,Sněhová královna,plastic box,35 mm,MB - Racal (35 mm),-,,1,-,-,-,-,-,1571,-,,,,,no,
NFA,p-102098,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,ORWO 202,-,,3,22.08.1979,-,-,Evropa,CPR-I,1153,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-102099,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - Racal (35 mm),-,,6,18.05.1979,-,-,Evropa,Ilford,1154,Mix,mix,,,,no,
NFA,p-102100,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - ORWO (35 mm),-,,5,18.05.1979,-,-,Evropa,CPR-I,1155,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-102101,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - ORWO (35 mm),-,,3,18.05.1979,-,-,Evropa,CPR-I,1156,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-100574,Sněhová královna,Sněhová královna,Sněhová královna,paper box,35 mm,ORWO 205 LN,-,,1; 2,26.06.87,-,-,Evropa,-,-,mix,mix,,,,no,
NFA,p-102102,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - ORWO (35 mm),-,,6,18.05.1979,-,-,Evropa,CPR-I,1157,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-102003,Sněhová královna,Sněhová královna,Sněhová královna,plastic box,35 mm,MB - Racal (35 mm),-,,7,17.05.1979,-,-,Evropa,-,2542,Efekty,magnetický záznam,,,ruchy,no,
NFA,p-100065,Sněhová královna,Sněhová královna,Sněhová královna,paper box,35 mm,ORWO 205 LN,-,,3; 4,26.06.87,-,-,Evropa,-,-,"mez. pás, zpěv",mezinárodní pás,,,zpěv,no,
MWA,P202476,Sněhová královna,Sněhová královna,Sněhová královna,paper box,35 mm,205 LN,,#N/A,3;4,1.9.1988,,,Přepisové studio 16mm,,,mez. pás,mezinárodní pás,,,,no,
NFA,p-100446,Sněhová královna,Sněhová královna,Sněhová královna,paper box,"1/​4""",Agfa PER 525,-,,-,-,-,-,-,-,-,hudba,magnetický záznam,,,hudba,no,
NFA,p-100443,Sněhová královna,Sněhová královna,Sněhová královna,paper box,"1/​4""",PEM 468,-,,-,07.05.86,3242,č.f. 425527,-,-,-,-,,,,,no,
NFA,p-102104,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - ORWO (35 mm),-,,2,18.05.1979,-,-,Evropa,CPR-I,1159,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-102001,Sněhová královna,Sněhová královna,Sněhová královna,plastic box,35 mm,MB - Racal (35 mm),-,,1,12.05.1979,-,-,Evropa,-,2540,Mix,mix,,,,no,
NFA,p-102105,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,ORWO 202,-,,1,18.05.1979,-,-,Evropa,CPR-I,1160,Prepis mix mono - Definitivni verse,mix,přepis; verze,mono,,no,
NFA,p-102103,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - ORWO (35 mm),-,,8,18.05.1979,-,-,Evropa,CPR-I,1158,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-102002,Sněhová královna,Sněhová královna,Sněhová královna,plastic box,35 mm,MB - Racal (35 mm),-,,4,16.05.1979,-,-,Evropa,-,2541,Efekty,magnetický záznam,,,ruchy,no,
NFA,p-100638,Sněhová královna,Sněhová královna,Sněhová královna,paper box,35 mm,ORWO 205 LN,-,,3; 4,26.06.87,-,-,Evropa,-,-,mix,mix,,,,no,
NFA,p-100667,Sněhová královna,Sněhová královna,Sněhová královna,paper box,35 mm,ORWO 205 LN,-,,5; 6,26.06.87,-,-,Evropa,-,-,mix,mix,,,,no,
NFA,p-102096,Sněhová královna,Sněhová královna,Sněhová královna,metal box,35 mm,MB - ORWO (35 mm),-,,7,18.05.1979,-,-,Evropa,CPR-I,1151,Prepis mix mono,mix,přepis,mono,,no,
NFA,p-101994,Sněhová královna,Sněhová královna,Sněhová královna,plastic box,35 mm,MB - Racal (35 mm),-,,1,-,-,-,-,-,1572,-,,,,,no,
MWA,P201841,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,,"26.10.1982, 12.7.",,,Evropa,CPR-I.,,mezinár. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P201851,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,2,"6.7.1982, 26.10.1982",,,Evropa,Ilford,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201855,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,5,"8.7., 26.10.1982",,,,,,mezinár. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P201854,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,10,"8.7., 26.10.1982",,,Evropa,Ilford,,mezinár. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201853,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,2,"6.7.1982, 26.10.1982",,,Evropa,Ilford,,mezinár. pasy hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201840,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,Zd. John,,3;4,"7.7.1982, 26.10.1982",,,Evropa,CPR-I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201830,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,5;6,"8.7., 26.10.1982",,,Evropa,CPR-I.,,"mezinár,. pásy ruchy",mezinárodní pás,,,ruchy,no,
MWA,P201838,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,7,"9.7., 26.10.1982",,,,,,mezinár. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P201837,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,9,"12.7., 26.10.1982",,,Evropa,CPR-I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201836,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,1;2,"6.7. 1982, 26.10.1982",,,Evropa,CPR-I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201835,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,10,"12.7.1982, 26.10.1982",,,Evropa,Ilford,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201833,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,1,"6.7.1982, 26.10.1982",,,Evropa,Ilford,,mez. pás hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201832,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,,,#N/A,6,"6.7.1982, 26.10.1982",,,Evropa,Ilford,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201831,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,3,"7.7.1982, 26.10.1982",,,Evropa,Ilford,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201829,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,ORWO,,#N/A,7;8,"9.7. (7. díl), 26.10.1982",,,Evropa,CPR-I.,,mezinár. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201828,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,,,#N/A,4,26.10.1982,,,Evropa,Ilford,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201839,Sněženky a machři,Sněženky a machři,Sněženky a machři,metal can,35 mm,,,#N/A,1;8,"26.10.1982, 8.7.",,,,,,hudba,magnetický záznam,,,hudba,no,
NFA,p-100575,Sněžný muž,Sněžný muž,Sněžný muž,paper box,35 mm,ORWO 206 LN,-,,1,30.09.85,-,-,Evropa,CPR-I,Bří Trnka KF-loutkový,mix,mix,,,,no,
NFA,p-100043,Sněžný muž,Sněžný muž,Sněžný muž,paper box,35 mm,ORWO 206 LN,-,,1,30.09.85,-,-,Evropa,CPR-I,KF Loutkový,mez. pás (mez. mix),mezinárodní pás,,,,no,
NFA,p-100912,Sobecký obr,Sobecký obr,Sobecký obr,metal box,35 mm,MB - Pyral (35 mm),Ing. Kacian,Jan Kacian,1,3.3.97,-,-,-,-,-,mix,mix,,,,no,
NFA,p-101279,Sobecký obr,Sobecký obr,Sobecký obr,metal box,35 mm,MB - Pyral (35 mm),Ing. Kacian,Jan Kacian,2,3.3.97,-,-,-,-,-,mix,mix,,,,no,
NFA,p-101315,Sobecký obr,Sobecký obr,Sobecký obr,plastic box,35 mm,plastic box 35 mm,-,,1,-,J. Trnky,-,-,-,KF,mezmix,mezinárodní pás,,,,no,
NFA,p-101645,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,9,14.1.1969,-,-,studio II,-,-,mez pás hudba,mezinárodní pás,,,hudba,no,
NFA,p-101639,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,1; 3,14.1.1969,-,-,studio II,CPR-I,FSB,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204039,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,9;10,13.3.1991,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204044,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,5;6,13.3.1991,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204041,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,1;2,20.3.1991,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204042,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,3;4,13.3.1991,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204043,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,1;2,13.3.1991,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101643,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,11,14.1.1969,-,-,studio II,-,FSB,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204045,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,7;8,13.3.1991,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204046,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,9;10,13.3.1991,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204047,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,3;4,13.3.1991,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204040,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,11;12,13.3.1991,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101640,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,3; 5,10.12.1968,-,-,Evropa,CPR-I,FSB,mezinár pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101619,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,5,14.1.1969,-,-,studio II,-,FSB,mez pás Hudba,mezinárodní pás,,,hudba,no,
NFA,p-101646,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,9; 10,14.1.1969,-,-,studio II,CPR-I,FSB,mez pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101641,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,8,14.1.1969,-,-,studio II,-,-,mez pás hudba,mezinárodní pás,,,hudba,no,
MWA,P204048,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,paper box,35 mm,ORWO 207LN,,#N/A,5;6,13.3.1991,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101618,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,7,14.1.1969,-,-,studio II,-,FSB,mez pás Hudba,mezinárodní pás,,,hudba,no,
NFA,p-101617,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,2,14.1.1969,-,-,studio II,-,FSB,mez pás Hudba,mezinárodní pás,,,hudba,no,
NFA,p-101616,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,6,14.1.1969,-,-,studio II,-,FSB,mez pás Hudba,mezinárodní pás,,,hudba,no,
NFA,p-101633,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,9.12.1968,-,-,Evropa,CPR-I,FSB,mezinár pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101623,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,11; 12,14.1.1969,-,-,studio II,CPR-I,FSB,mez pás ruchy,mezinárodní pás,,,ruchy,no,
NFA,p-101624,Spalovač mrtvol,Spalovač mrtvol,Spalovač mrtvol,metal box,35 mm,MB - ORWO (35 mm),-,,7; 8,14.1.1969,-,-,studio II,CPR-I,FSB,mez pás ruchy,mezinárodní pás,,,ruchy,no,
